index,City mpg,Make,Model Year,Year,Horsepower,ID
492,19,Toyota,2011 Toyota RAV4,2011,269,
493,22,Toyota,2011 Toyota RAV4,2011,179,
494,21,Toyota,2011 Toyota RAV4,2011,179,
495,19,Toyota,2011 Toyota RAV4,2011,269,
496,19,Toyota,2011 Toyota RAV4,2011,269,
497,24,Nissan,2009 Nissan Cube,2009,122,
498,24,Nissan,2009 Nissan Cube,2009,122,
499,21,Volvo,2011 Volvo S40,2011,227,
500,17,Chevrolet,2012 Chevrolet Camaro Convertible,2012,323,
501,19,Chevrolet,2012 Chevrolet Camaro Convertible,2012,323,
502,17,Chevrolet,2012 Chevrolet Camaro Convertible,2012,323,
503,19,Chevrolet,2012 Chevrolet Camaro Convertible,2012,323,
504,16,Chevrolet,2012 Chevrolet Camaro Convertible,2012,426,
505,15,Chevrolet,2012 Chevrolet Camaro Convertible,2012,426,
506,16,Chevrolet,2012 Chevrolet Camaro Convertible,2012,426,
507,15,Chevrolet,2012 Chevrolet Camaro Convertible,2012,426,
508,24,Nissan,2011 Nissan Juke,2011,188,
509,24,Nissan,2011 Nissan Juke,2011,188,
510,17,Chevrolet,2011 Chevrolet Camaro Convertible,2011,312,
511,19,Chevrolet,2011 Chevrolet Camaro Convertible,2011,312,
512,17,Chevrolet,2011 Chevrolet Camaro Convertible,2011,312,
513,19,Chevrolet,2011 Chevrolet Camaro Convertible,2011,312,
514,16,Chevrolet,2011 Chevrolet Camaro Convertible,2011,426,
515,15,Chevrolet,2011 Chevrolet Camaro Convertible,2011,426,
516,16,Chevrolet,2011 Chevrolet Camaro Convertible,2011,426,
517,16,Chevrolet,2011 Chevrolet Camaro Convertible,2011,426,
518,18,Mercedes,2010 Mercedes-Benz C-Class,2010,228,
519,18,Mercedes,2010 Mercedes-Benz C-Class,2010,228,
520,17,Mercedes,2010 Mercedes-Benz C-Class,2010,268,
521,18,BMW Motorrad,2010 BMW 1 Series Convertible,2010,230,
522,17,BMW,2010 BMW 1 Series Convertible,2010,300,
523,17,BMW,2010 BMW 1 Series Convertible,2010,300,
524,18,BMW Motorrad,2010 BMW 1 Series Convertible,2010,230,
525,17,Chevrolet,2012 Chevrolet Camaro Coupe,2012,323,
526,19,Chevrolet,2012 Chevrolet Camaro Coupe,2012,323,
527,17,Chevrolet,2012 Chevrolet Camaro Coupe,2012,323,
528,19,Chevrolet,2012 Chevrolet Camaro Coupe,2012,323,
529,16,Chevrolet,2012 Chevrolet Camaro Coupe,2012,426,
530,15,Chevrolet,2012 Chevrolet Camaro Coupe,2012,426,
531,16,Chevrolet,2012 Chevrolet Camaro Coupe,2012,426,
532,15,Chevrolet,2012 Chevrolet Camaro Coupe,2012,426,
533,17,Chevrolet,2012 Chevrolet Camaro Coupe,2012,323,
534,18,Chevrolet,2012 Chevrolet Camaro Coupe,2012,323,
535,13,Mercedes,2010 Mercedes-Benz C-Class,2010,228,
536,18,Mercedes,2010 Mercedes-Benz C-Class,2010,228,
537,29,Hyundai,2012 Hyundai Elantra Sedan,2012,145,
538,29,Hyundai,2012 Hyundai Elantra Sedan,2012,148,
539,29,Hyundai,2012 Hyundai Elantra Sedan,2012,148,
540,29,Hyundai,2012 Hyundai Elantra Sedan,2012,145,
541,29,Hyundai,2012 Hyundai Elantra Sedan,2012,148,
542,29,Hyundai,2011 Hyundai Elantra Sedan,2011,148,
543,29,Hyundai,2011 Hyundai Elantra Sedan,2011,148,
544,29,Hyundai,2011 Hyundai Elantra Sedan,2011,145,
545,29,Hyundai,2011 Hyundai Elantra Sedan,2011,148,
546,29,Hyundai,2011 Hyundai Elantra Sedan,2011,145,
547,26,Hyundai,2010 Hyundai Elantra Sedan,2010,138,
548,26,Hyundai,2010 Hyundai Elantra Sedan,2010,132,
549,25,Hyundai,2010 Hyundai Elantra Sedan,2010,138,
550,26,Hyundai,2010 Hyundai Elantra Sedan,2010,132,
551,26,Hyundai,2010 Hyundai Elantra Sedan,2010,138,
552,22,Ford,2012 Ford Fusion,2012,175,
553,23,Ford,2012 Ford Fusion,2012,175,
554,23,Ford,2012 Ford Fusion,2012,175,
555,20,Ford,2012 Ford Fusion,2012,240,
556,23,Ford,2012 Ford Fusion,2012,175,
557,20,Ford,2012 Ford Fusion,2012,240,
558,13,Ford,2012 Ford Fusion,2012,240,
559,18,Ford,2012 Ford Fusion,2012,263,
560,17,Ford,2012 Ford Fusion,2012,263,
561,21,Volkswagen,2011 Volkswagen CC,2011,200,
562,21,Volkswagen,2011 Volkswagen CC,2011,200,
563,22,Volkswagen,2011 Volkswagen CC,2011,280,
564,22,Ford,2011 Ford Fusion,2011,175,
565,23,Ford,2011 Ford Fusion,2011,175,
566,22,Ford,2011 Ford Fusion,2011,175,
567,23,Ford,2011 Ford Fusion,2011,175,
568,14,Ford,2011 Ford Fusion,2011,240,
569,13,Ford,2011 Ford Fusion,2011,240,
570,18,Ford,2011 Ford Fusion,2011,263,
571,17,Ford,2011 Ford Fusion,2011,263,
572,14,Ford,2011 Ford Fusion,2011,240,
573,23,Ford,2011 Ford Fusion,2011,175,
574,22,Ford,2010 Ford Fusion,2010,175,
575,23,Ford,2010 Ford Fusion,2010,175,
576,22,Ford,2010 Ford Fusion,2010,175,
577,19,Ford,2010 Ford Fusion,2010,240,
578,22,Ford,2010 Ford Fusion,2010,175,
579,13,Ford,2010 Ford Fusion,2010,240,
580,13,Ford,2010 Ford Fusion,2010,240,
581,18,Ford,2010 Ford Fusion,2010,263,
582,17,Ford,2010 Ford Fusion,2010,263,
583,22,Ford,2010 Ford Fusion,2010,175,
584,25,Kia,2011 Kia Forte,2011,156,
585,26,Kia,2011 Kia Forte,2011,156,
586,26,Kia,2011 Kia Forte,2011,156,
587,23,Kia,2011 Kia Forte,2011,173,
588,17,Audi,2009 Audi Q7,2009,225,
589,25,Kia,2011 Kia Forte 5-Door,2011,156,
590,26,Kia,2011 Kia Forte 5-Door,2011,156,
591,22,Kia,2011 Kia Forte 5-Door,2011,173,
592,23,Kia,2011 Kia Forte 5-Door,2011,173,
593,24,Kia,2011 Kia Forte Koup,2011,156,
594,25,Kia,2011 Kia Forte Koup,2011,156,
595,22,Kia,2011 Kia Forte Koup,2011,173,
596,23,Kia,2011 Kia Forte Koup,2011,173,
597,11,Audi,2011 Audi R8 Coupe,2011,420,
598,12,Audi,2011 Audi R8 Coupe,2011,525,
599,25,Kia,2010 Kia Forte,2010,156,
600,25,Kia,2010 Kia Forte,2010,156,
601,25,Kia,2010 Kia Forte,2010,156,
602,25,Kia,2010 Kia Forte,2010,156,
603,27,Kia,2010 Kia Forte,2010,156,
604,22,Kia,2010 Kia Forte,2010,173,
605,23,Kia,2010 Kia Forte,2010,173,
606,11,Audi,2012 Audi R8 Coupe,2012,430,
607,12,Audi,2012 Audi R8 Coupe,2012,525,
608,23,Hyundai,2012 Hyundai Elantra Touring,2012,138,
609,23,Hyundai,2012 Hyundai Elantra Touring,2012,138,
610,23,Hyundai,2012 Hyundai Elantra Touring,2012,138,
611,23,Hyundai,2012 Hyundai Elantra Touring,2012,138,
612,23,Hyundai,2011 Hyundai Elantra Touring,2011,138,
613,23,Hyundai,2011 Hyundai Elantra Touring,2011,138,
614,23,Hyundai,2011 Hyundai Elantra Touring,2011,138,
615,23,Hyundai,2011 Hyundai Elantra Touring,2011,138,
616,23,Hyundai,2010 Hyundai Elantra Touring,2010,138,
617,23,Hyundai,2010 Hyundai Elantra Touring,2010,138,
618,23,Hyundai,2010 Hyundai Elantra Touring,2010,138,
619,23,Hyundai,2010 Hyundai Elantra Touring,2010,138,
620,23,Hyundai,2009 Hyundai Elantra Touring,2009,138,
621,23,Hyundai,2009 Hyundai Elantra Touring,2009,138,
622,16,Hyundai,2011 Hyundai Equus,2011,385,
623,16,Hyundai,2011 Hyundai Equus,2011,385,
624,17,Hyundai,2012 Hyundai Genesis Sedan,2012,385,
625,19,Hyundai,2012 Hyundai Genesis Sedan,2012,333,
626,17,Hyundai,2012 Hyundai Genesis Sedan,2012,429,
627,25,Kia,2010 Kia Forte Koup,2010,156,
628,25,Kia,2010 Kia Forte Koup,2010,156,
629,22,Kia,2010 Kia Forte Koup,2010,173,
630,23,Kia,2010 Kia Forte Koup,2010,173,
631,24,Kia,2011 Kia Optima,2011,200,
632,24,Kia,2011 Kia Optima,2011,200,
633,24,Kia,2011 Kia Optima,2011,200,
634,22,Kia,2011 Kia Optima,2011,274,
635,22,Kia,2011 Kia Optima,2011,274,
636,26,Honda,2010 Honda Civic Coup,2010,140,
637,25,Honda,2010 Honda Civic Coup,2010,140,
638,26,Honda,2010 Honda Civic Coup,2010,140,
639,25,Honda,2010 Honda Civic Coup,2010,140,
640,26,Honda,2010 Honda Civic Coup,2010,140,
641,25,Honda,2010 Honda Civic Coup,2010,140,
642,26,Honda,2010 Honda Civic Coup,2010,140,
643,25,Honda,2010 Honda Civic Coup,2010,140,
644,21,Honda,2010 Honda Civic Coup,2010,197,
645,36,Kia,2011 Kia Optima Hybrid,2011,166,
646,22,Kia,2010 Kia Optima,2010,175,
647,22,Kia,2010 Kia Optima,2010,175,
648,22,Kia,2010 Kia Optima,2010,175,
649,20,Kia,2010 Kia Optima,2010,194,
650,22,Kia,2010 Kia Optima,2010,175,
651,20,Kia,2010 Kia Optima,2010,194,
652,28,Kia,2011 Kia Rio,2011,110,
653,27,Kia,2011 Kia Rio,2011,110,
654,27,Kia,2011 Kia Rio,2011,110,
655,18,Hyundai,2011 Hyundai Genesis Sedan,2011,290,
656,17,Hyundai,2011 Hyundai Genesis Sedan,2011,385,
657,17,Hyundai,2010 Hyundai Genesis Sedan,2010,368,
658,18,Hyundai,2010 Hyundai Genesis Sedan,2010,290,
659,21,Hyundai,2012 Hyundai Genesis Coupe,2012,210,
660,17,Hyundai,2012 Hyundai Genesis Coupe,2012,306,
661,17,Hyundai,2012 Hyundai Genesis Coupe,2012,306,
662,21,Hyundai,2012 Hyundai Genesis Coupe,2012,210,
663,20,Hyundai,2012 Hyundai Genesis Coupe,2012,210,
664,17,Hyundai,2012 Hyundai Genesis Coupe,2012,306,
665,17,Hyundai,2012 Hyundai Genesis Coupe,2012,306,
666,20,Hyundai,2012 Hyundai Genesis Coupe,2012,210,
667,20,Hyundai,2011 Hyundai Genesis Coupe,2011,210,
668,21,Hyundai,2011 Hyundai Genesis Coupe,2011,210,
669,20,Hyundai,2011 Hyundai Genesis Coupe,2011,210,
670,17,Hyundai,2011 Hyundai Genesis Coupe,2011,306,
671,17,Hyundai,2011 Hyundai Genesis Coupe,2011,306,
672,21,Hyundai,2011 Hyundai Genesis Coupe,2011,210,
673,17,Hyundai,2011 Hyundai Genesis Coupe,2011,306,
674,17,Hyundai,2011 Hyundai Genesis Coupe,2011,306,
675,21,Hyundai,2010 Hyundai Genesis Coupe,2010,210,
676,17,Hyundai,2010 Hyundai Genesis Coupe,2010,306,
677,17,Hyundai,2010 Hyundai Genesis Coupe,2010,306,
678,21,Hyundai,2010 Hyundai Genesis Coupe,2010,210,
679,20,Hyundai,2010 Hyundai Genesis Coupe,2010,210,
680,21,Hyundai,2010 Hyundai Genesis Coupe,2010,210,
681,17,Hyundai,2010 Hyundai Genesis Coupe,2010,306,
682,17,Hyundai,2010 Hyundai Genesis Coupe,2010,306,
683,17,Hyundai,2010 Hyundai Genesis Coupe,2010,306,
684,20,Hyundai,2010 Hyundai Genesis Coupe,2010,210,
685,17,Hyundai,2010 Hyundai Genesis Coupe,2010,306,
686,21,Hyundai,2010 Hyundai Genesis Coupe,2010,210,
687,12,AMG,2010 Mercedes-Benz C-Class,2010,451,
688,21,Volkswagen,2010 Volkswagen GTI 2-Door,2010,200,
689,21,Volkswagen,2011 Volkswagen GTI 2-Door,2011,200,
690,19,Ford,2012 Ford Mustang Coup,2012,305,
691,19,Ford,2012 Ford Mustang Coup,2012,305,
692,19,Ford,2012 Ford Mustang Coup,2012,305,
693,19,Ford,2012 Ford Mustang Coup,2012,305,
694,17,Ford,2012 Ford Mustang Coup,2012,412,
695,18,Ford,2012 Ford Mustang Coup,2012,412,
696,17,Ford,2012 Ford Mustang Coup,2012,412,
697,18,Ford,2012 Ford Mustang Coup,2012,412,
698,17,Ford,2012 Ford Mustang Coup,2012,444,
699,18,Mercedes,2010 Mercedes-Benz C-Class,2010,228,
700,19,Ford,2012 Ford Mustang Convertible,2012,305,
701,19,Ford,2012 Ford Mustang Convertible,2012,305,
702,19,Ford,2012 Ford Mustang Convertible,2012,305,
703,19,Ford,2012 Ford Mustang Convertible,2012,305,
704,19,Ford,2012 Ford Mustang Convertible,2012,412,
705,18,Ford,2012 Ford Mustang Convertible,2012,412,
706,19,Ford,2012 Ford Mustang Convertible,2012,412,
707,18,Ford,2012 Ford Mustang Convertible,2012,412,
708,19,Ford,2011 Ford Mustang Convertible,2011,305,
709,19,Ford,2011 Ford Mustang Convertible,2011,305,
710,19,Ford,2011 Ford Mustang Convertible,2011,305,
711,19,Ford,2011 Ford Mustang Convertible,2011,305,
712,17,Ford,2011 Ford Mustang Convertible,2011,412,
713,18,Ford,2011 Ford Mustang Convertible,2011,412,
714,17,Ford,2011 Ford Mustang Convertible,2011,412,
715,18,Ford,2011 Ford Mustang Convertible,2011,412,
716,19,Ford,2011 Ford Mustang Coup,2011,305,
717,19,Ford,2011 Ford Mustang Coup,2011,305,
718,19,Ford,2011 Ford Mustang Coup,2011,305,
719,19,Ford,2011 Ford Mustang Coup,2011,305,
720,17,Ford,2011 Ford Mustang Coup,2011,412,
721,18,Ford,2011 Ford Mustang Coup,2011,412,
722,17,Ford,2011 Ford Mustang Coup,2011,412,
723,18,Ford,2011 Ford Mustang Coup,2011,412,
724,18,Mercedes,2011 Mercedes-Benz C-Class,2011,228,
725,13,AMG,2011 Mercedes-Benz C-Class,2011,451,
726,18,Mercedes,2011 Mercedes-Benz C-Class,2011,228,
727,18,Mercedes,2011 Mercedes-Benz C-Class,2011,228,
728,17,Mercedes,2011 Mercedes-Benz C-Class,2011,268,
729,13,Mercedes,2011 Mercedes-Benz C-Class,2011,228,
730,27,Kia,2011 Kia Rio5,2011,110,
731,27,Kia,2011 Kia Rio5,2011,110,
732,28,Kia,2010 Kia Rio5,2010,110,
733,27,Kia,2010 Kia Rio5,2010,110,
734,28,Kia,2010 Kia Rio5,2010,110,
735,27,Kia,2010 Kia Rio5,2010,110,
736,21,Volkswagen,2011 Volkswagen GTI 4-Door,2011,200,
737,28,Kia,2010 Kia Rio,2010,110,
738,28,Kia,2010 Kia Rio,2010,110,
739,27,Kia,2010 Kia Rio,2010,110,
740,28,Kia,2010 Kia Rio,2010,110,
741,27,Kia,2010 Kia Rio,2010,110,
742,26,Kia,2011 Kia Soul,2011,122,
743,24,Kia,2011 Kia Soul,2011,142,
744,24,Kia,2011 Kia Soul,2011,142,
745,24,Kia,2011 Kia Soul,2011,142,
746,24,Kia,2011 Kia Soul,2011,142,
747,17,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,
748,19,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,
749,18,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,
750,17,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,
751,19,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,
752,17,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,
753,19,Chevrolet,2011 Chevrolet Camaro Coupe,2011,312,
754,16,Chevrolet,2011 Chevrolet Camaro Coupe,2011,426,
755,16,Chevrolet,2011 Chevrolet Camaro Coupe,2011,426,
756,16,Chevrolet,2011 Chevrolet Camaro Coupe,2011,426,
757,16,Chevrolet,2011 Chevrolet Camaro Coupe,2011,426,
758,18,Ford,2010 Ford Mustang Coup,2010,210,
759,16,Ford,2010 Ford Mustang Coup,2010,210,
760,18,Ford,2010 Ford Mustang Coup,2010,210,
761,16,Ford,2010 Ford Mustang Coup,2010,210,
762,16,Ford,2010 Ford Mustang Coup,2010,315,
763,17,Ford,2010 Ford Mustang Coup,2010,315,
764,16,Ford,2010 Ford Mustang Coup,2010,315,
765,17,Ford,2010 Ford Mustang Coup,2010,315,
766,26,Kia,2010 Kia Soul,2010,122,
767,24,Kia,2010 Kia Soul,2010,142,
768,24,Kia,2010 Kia Soul,2010,142,
769,24,Kia,2010 Kia Soul,2010,142,
770,24,Kia,2010 Kia Soul,2010,142,
771,24,Kia,2010 Kia Soul,2010,142,
772,24,Kia,2010 Kia Soul,2010,142,
773,18,Ford,2010 Ford Mustang Convertible,2010,210,
774,16,Ford,2010 Ford Mustang Convertible,2010,210,
775,18,Ford,2010 Ford Mustang Convertible,2010,210,
776,16,Ford,2010 Ford Mustang Convertible,2010,210,
777,16,Ford,2010 Ford Mustang Convertible,2010,315,
778,17,Ford,2010 Ford Mustang Convertible,2010,315,
779,16,Ford,2010 Ford Mustang Convertible,2010,315,
780,17,Ford,2010 Ford Mustang Convertible,2010,315,
781,12,Audi,2010 Audi R8 Coupe,2010,525,
782,12,Audi,2010 Audi R8 Coupe,2010,420,
783,18,Kia,2012 Kia Sedona,2012,271,
784,18,Kia,2012 Kia Sedona,2012,271,
785,15,Ford,2012 Ford Mustang Shelby GT500 Convertible,2012,550,
786,15,Ford,2012 Ford Mustang Shelby GT500 Coupe,2012,550,
787,15,Ford,2011 Ford Mustang Shelby GT500 Convertible,2011,550,
788,15,Ford,2011 Ford Shelby GT500 Coupe,2011,550,
789,15,Ford,2010 Ford Mustang Shelby GT500 Coupe,2010,550,
790,14,Ford,2010 Ford Mustang Shelby GT500 Convertible,2010,550,
791,18,Kia,2011 Kia Sedona,2011,271,
792,18,Kia,2011 Kia Sedona,2011,271,
793,17,Kia,2010 Kia Sedona,2010,244,
794,17,Kia,2010 Kia Sedona,2010,244,
795,17,Kia,2010 Kia Sedona,2010,244,
796,11,Audi,2011 Audi R8 Spyder,2011,420,
797,21,Volkswagen,2010 Volkswagen GTI 4-Door,2010,200,
798,12,Audi,2011 Audi R8 Spyder,2011,525,
799,20,Kia,2012 Kia Sorento,2012,175,
800,21,Kia,2012 Kia Sorento,2012,175,
801,21,Kia,2012 Kia Sorento,2012,175,
802,20,Kia,2012 Kia Sorento,2012,276,
803,18,Kia,2012 Kia Sorento,2012,276,
804,22,Kia,2012 Kia Sorento,2012,191,
805,21,Kia,2012 Kia Sorento,2012,191,
806,20,Kia,2012 Kia Sorento,2012,276,
807,18,Kia,2012 Kia Sorento,2012,276,
808,20,Kia,2012 Kia Sorento,2012,276,
809,18,Kia,2012 Kia Sorento,2012,276,
810,18,Audi,2012 Audi S4 Sedan,2012,333,
811,17,Chevrolet,2010 Chevrolet Camaro Coupe,2010,304,
812,18,Chevrolet,2010 Chevrolet Camaro Coupe,2010,304,
813,17,Chevrolet,2010 Chevrolet Camaro Coupe,2010,304,
814,18,Chevrolet,2010 Chevrolet Camaro Coupe,2010,304,
815,17,Chevrolet,2010 Chevrolet Camaro Coupe,2010,304,
816,18,Chevrolet,2010 Chevrolet Camaro Coupe,2010,304,
817,16,Chevrolet,2010 Chevrolet Camaro Coupe,2010,426,
818,16,Chevrolet,2010 Chevrolet Camaro Coupe,2010,426,
819,16,Chevrolet,2010 Chevrolet Camaro Coupe,2010,426,
820,16,Chevrolet,2010 Chevrolet Camaro Coupe,2010,426,
821,18,Audi,2011 Audi S4 Sedan,2011,333,
822,20,Kia,2011 Kia Sorento,2011,175,
823,21,Kia,2011 Kia Sorento,2011,175,
824,21,Kia,2011 Kia Sorento,2011,175,
825,20,Kia,2011 Kia Sorento,2011,276,
826,18,Kia,2011 Kia Sorento,2011,276,
827,21,Kia,2011 Kia Sorento,2011,175,
828,21,Kia,2011 Kia Sorento,2011,175,
829,20,Kia,2011 Kia Sorento,2011,276,
830,18,Kia,2011 Kia Sorento,2011,276,
831,20,Kia,2011 Kia Sorento,2011,276,
832,18,Kia,2011 Kia Sorento,2011,276,
833,21,Kia,2012 Kia Sportage,2012,176,
834,22,Kia,2012 Kia Sportage,2012,176,
835,21,Kia,2012 Kia Sportage,2012,176,
836,22,Kia,2012 Kia Sportage,2012,176,
837,21,Kia,2012 Kia Sportage,2012,176,
838,22,Kia,2012 Kia Sportage,2012,260,
839,21,Kia,2012 Kia Sportage,2012,260,
840,30,Volkswagen,2010 Volkswagen Golf 2-Door,2010,140,
841,22,Volkswagen,2010 Volkswagen Golf 2-Door,2010,170,
842,23,Volkswagen,2010 Volkswagen Golf 2-Door,2010,170,
843,21,Kia,2011 Kia Sportage,2011,176,
844,22,Kia,2011 Kia Sportage,2011,176,
845,21,Kia,2011 Kia Sportage,2011,176,
846,22,Kia,2011 Kia Sportage,2011,176,
847,21,Kia,2011 Kia Sportage,2011,176,
848,22,Kia,2011 Kia Sportage,2011,260,
849,21,Kia,2011 Kia Sportage,2011,260,
850,18,Audi,2010 Audi S4 Sedan,2010,333,
851,20,Kia,2010 Kia Sportage,2010,140,
852,20,Kia,2010 Kia Sportage,2010,140,
853,19,Kia,2010 Kia Sportage,2010,140,
854,18,Kia,2010 Kia Sportage,2010,173,
855,18,Kia,2010 Kia Sportage,2010,173,
856,18,Kia,2010 Kia Sportage,2010,173,
857,18,Kia,2010 Kia Sportage,2010,173,
858,26,Honda,2010 Honda Civic Sedan,2010,140,
859,25,Honda,2010 Honda Civic Sedan,2010,140,
860,26,Honda,2010 Honda Civic Sedan,2010,140,
861,25,Honda,2010 Honda Civic Sedan,2010,140,
862,26,Honda,2010 Honda Civic Sedan,2010,140,
863,25,Honda,2010 Honda Civic Sedan,2010,140,
864,26,Honda,2010 Honda Civic Sedan,2010,140,
865,25,Honda,2010 Honda Civic Sedan,2010,140,
866,26,Honda,2010 Honda Civic Sedan,2010,140,
867,25,Honda,2010 Honda Civic Sedan,2010,140,
868,26,Honda,2010 Honda Civic Sedan,2010,140,
869,25,Honda,2010 Honda Civic Sedan,2010,140,
870,21,Honda,2010 Honda Civic Sedan,2010,197,
871,24,Honda,2010 Honda Civic Sedan,2010,113,
872,15,Nissan,2011 Nissan Pathfinder,2011,266,
873,15,Nissan,2011 Nissan Pathfinder,2011,266,
874,14,Nissan,2011 Nissan Pathfinder,2011,266,
875,14,Nissan,2011 Nissan Pathfinder,2011,266,
876,15,Nissan,2011 Nissan Pathfinder,2011,266,
877,14,Nissan,2011 Nissan Pathfinder,2011,266,
878,15,Nissan,2011 Nissan Pathfinder,2011,266,
879,13,Nissan,2011 Nissan Pathfinder,2011,310,
880,14,Nissan,2011 Nissan Pathfinder,2011,266,
881,20,Hyundai,2011 Hyundai Santa Fe,2011,175,
882,20,Hyundai,2011 Hyundai Santa Fe,2011,276,
883,20,Hyundai,2011 Hyundai Santa Fe,2011,276,
884,20,Hyundai,2011 Hyundai Santa Fe,2011,276,
885,20,Hyundai,2011 Hyundai Santa Fe,2011,175,
886,20,Hyundai,2011 Hyundai Santa Fe,2011,276,
887,20,Hyundai,2011 Hyundai Santa Fe,2011,175,
888,19,Hyundai,2011 Hyundai Santa Fe,2011,175,
889,20,Hyundai,2011 Hyundai Santa Fe,2011,276,
890,20,Hyundai,2011 Hyundai Santa Fe,2011,276,
891,20,Hyundai,2010 Hyundai Santa Fe,2010,276,
892,20,Hyundai,2010 Hyundai Santa Fe,2010,276,
893,21,Hyundai,2010 Hyundai Santa Fe,2010,175,
894,20,Hyundai,2010 Hyundai Santa Fe,2010,175,
895,20,Hyundai,2010 Hyundai Santa Fe,2010,276,
896,20,Hyundai,2010 Hyundai Santa Fe,2010,276,
897,20,Hyundai,2010 Hyundai Santa Fe,2010,175,
898,19,Hyundai,2010 Hyundai Santa Fe,2010,175,
899,18,Ford,2012 Ford Taurus,2012,263,
900,18,Ford,2012 Ford Taurus,2012,263,
901,17,Ford,2012 Ford Taurus,2012,263,
902,18,Ford,2012 Ford Taurus,2012,263,
903,17,Ford,2012 Ford Taurus,2012,263,
904,18,Ford,2011 Ford Taurus,2011,263,
905,18,Ford,2011 Ford Taurus,2011,263,
906,17,Ford,2011 Ford Taurus,2011,263,
907,18,Ford,2011 Ford Taurus,2011,263,
908,17,Ford,2011 Ford Taurus,2011,263,
909,18,Ford,2010 Ford Taurus,2010,263,
910,18,Ford,2010 Ford Taurus,2010,263,
911,17,Ford,2010 Ford Taurus,2010,263,
912,18,Ford,2010 Ford Taurus,2010,263,
913,17,Ford,2010 Ford Taurus,2010,263,
914,23,Volkswagen,2010 Volkswagen Golf 4-Door,2010,170,
915,30,Volkswagen,2010 Volkswagen Golf 4-Door,2010,140,
916,23,Volkswagen,2011 Volkswagen Golf 2-Door,2011,170,
917,24,Volkswagen,2011 Volkswagen Golf 2-Door,2011,170,
918,30,Volkswagen,2011 Volkswagen Golf 2-Door,2011,140,
919,19,Ford,2011 Ford Edge,2011,285,
920,19,Ford,2011 Ford Edge,2011,285,
921,18,Ford,2011 Ford Edge,2011,285,
922,19,Ford,2011 Ford Edge,2011,285,
923,18,Ford,2011 Ford Edge,2011,285,
924,18,Ford,2011 Ford Edge,2011,305,
925,17,Ford,2011 Ford Edge,2011,305,
926,24,Volkswagen,2011 Volkswagen Golf 4-Door,2011,170,
927,30,Volkswagen,2011 Volkswagen Golf 4-Door,2011,140,
928,16,Audi,2012 Audi S5 Coupe,2012,354,
929,14,Audi,2012 Audi S5 Coupe,2012,354,
930,19,Ford,2012 Ford Edge,2012,285,
931,19,Ford,2012 Ford Edge,2012,285,
932,18,Ford,2012 Ford Edge,2012,285,
933,19,Ford,2012 Ford Edge,2012,285,
934,18,Ford,2012 Ford Edge,2012,285,
935,19,Ford,2012 Ford Edge,2012,305,
936,17,Ford,2012 Ford Edge,2012,305,
937,18,Ford,2010 Ford Edge,2010,265,
938,17,Ford,2010 Ford Edge,2010,265,
939,18,Ford,2010 Ford Edge,2010,265,
940,17,Ford,2010 Ford Edge,2010,265,
941,18,Ford,2010 Ford Edge,2010,265,
942,17,Ford,2010 Ford Edge,2010,265,
943,18,Ford,2010 Ford Edge,2010,265,
944,17,Ford,2010 Ford Edge,2010,265,
945,16,Audi,2011 Audi S5 Coupe,2011,354,
946,14,Audi,2011 Audi S5 Coupe,2011,354,
947,21,Ford,2012 Ford Edge,2012,240,
948,21,Ford,2012 Ford Edge,2012,240,
949,21,Ford,2012 Ford Edge,2012,240,
950,16,Audi,2010 Audi S5 Coupe,2010,354,
951,14,Audi,2010 Audi S5 Coupe,2010,354,
952,14,Audi,2011 Audi S6,2011,435,
953,14,Audi,2010 Audi S6,2010,435,
954,26,Honda,2011 Honda Civic Sedan,2011,140,
955,25,Honda,2011 Honda Civic Sedan,2011,140,
956,26,Honda,2011 Honda Civic Sedan,2011,140,
957,25,Honda,2011 Honda Civic Sedan,2011,140,
958,26,Honda,2011 Honda Civic Sedan,2011,140,
959,25,Honda,2011 Honda Civic Sedan,2011,140,
960,26,Honda,2011 Honda Civic Sedan,2011,140,
961,25,Honda,2011 Honda Civic Sedan,2011,140,
962,26,Honda,2011 Honda Civic Sedan,2011,140,
963,25,Honda,2011 Honda Civic Sedan,2011,140,
964,25,Honda,2011 Honda Civic Sedan,2011,140,
965,21,Honda,2011 Honda Civic Sedan,2011,197,
966,24,Honda,2011 Honda Civic Sedan,2011,113,
967,15,Chevrolet,2012 Chevrolet Corvette Z06,2012,505,
968,15,Chevrolet,2012 Chevrolet Corvette Z06,2012,505,
969,15,Chevrolet,2012 Chevrolet Corvette Z06,2012,505,
970,15,Chevrolet,2011 Chevrolet Corvette Z06,2011,505,
971,15,Chevrolet,2011 Chevrolet Corvette Z06,2011,505,
972,15,Chevrolet,2011 Chevrolet Corvette Z06,2011,505,
973,15,Chevrolet,2010 Chevrolet Corvette Z06,2010,505,
974,15,Chevrolet,2010 Chevrolet Corvette Z06,2010,505,
975,15,Chevrolet,2010 Chevrolet Corvette Z06,2010,505,
